Review #,Brand,Style,Country,Stars
522,HSSC lounge,Psychology,Fourth,4.25
521,JRC room,Biology,Third,4.25
520,Courtyard,Economics,First,0.25
519,Courtyard,Political Science,Second,2
518,Mac Field,History,Fourth,4.5
517,Grille,English,Second,4.25
516,Grille,Philosophy,First,3.5
515,Noyce lounge,Mathematics,Fourth,2.5
514,Noyce Science Center room,Physics,Third,3
513,Burling Library,Computer Science,Second,4
512,JRC room,Chemistry,Fourth,3.75
511,Noyce Science Center room,Economics,Third,2.75
510,Mac Field,Business,First,3.75
509,HSSC room,English,Second,4
508,HSSC lounge,Philosophy,Fourth,3.75
507,Noyce lounge,Mathematics,Second,3.75
506,Courtyard,Physics,First,2.5
505,Mac Field,Computer Science,Fourth,3.5
504,Grille,Chemistry,Third,3
503,Noyce Science Center room,Economics,Second,1
502,JRC room,Business,Fourth,2
501,HSSC room,Psychology,Third,3.25
500,HSSC lounge,Biology,First,2.5
499,Noyce Science Center room,Sociology,Second,4.75
498,JRC room,Economics,Fourth,0
497,Mac Field,Business,Second,4
496,Mac Field,Psychology,First,2.75
495,HSSC room,English,Fourth,3.25
494,Mac Field,Philosophy,Third,3.5
493,Grille,Mathematics,Second,3
492,JRC room,Biology,Fourth,2.75
491,Noyce Science Center room,Computer Science,Third,3.75
490,Mac Field,Psychology,First,5
489,Noyce lounge,Biology,Second,3.25
488,HSSC room,Economics,Fourth,3.5
487,HSSC lounge,Political Science,Second,2.75
486,HSSC room,History,First,3
485,Mac Field,English,Fourth,3
484,HSSC lounge,Philosophy,Third,4.25
483,Mac Field,Mathematics,Second,4.5
482,Mac Field,Physics,Fourth,4.5
481,Noyce lounge,Computer Science,Third,3.75
480,Mac Field,Chemistry,First,3.25
479,Noyce lounge,Economics,Second,3.75
478,Mac Field,Business,Fourth,1.75
477,Burling Library,English,Second,3
476,JRC room,Philosophy,First,1.75
475,Grille,Mathematics,Fourth,3.25
474,Noyce lounge,Physics,Third,3.75
473,HSSC room,Computer Science,Second,4.5
472,HSSC lounge,Chemistry,Fourth,3.75
471,HSSC room,Economics,Third,1.5
470,Courtyard,Business,First,3.25
469,Mac Field,Psychology,Second,3.5
468,HSSC lounge,Biology,Fourth,3.75
467,JRC room,Sociology,Second,1.75
466,Courtyard,Economics,First,3.5
465,Courtyard,Business,Fourth,2.75
464,Mac Field,Psychology,Third,3.25
463,Grille,English,Second,3
462,Grille,Philosophy,Fourth,3.5
461,Noyce lounge,Mathematics,Third,3.5
460,Noyce Science Center room,Biology,First,5
459,Burling Library,Computer Science,Second,3
458,JRC room,Psychology,Fourth,3.75
457,Noyce Science Center room,Biology,Second,4.5
456,Mac Field,Economics,First,3.75
455,HSSC room,Political Science,Fourth,0.25
454,HSSC lounge,History,Third,1.5
453,Noyce lounge,English,Second,3.25
452,Courtyard,Philosophy,Fourth,4
451,Mac Field,Mathematics,Third,4
450,Grille,Physics,First,3.25
449,Noyce Science Center room,Computer Science,Second,4.25
448,JRC room,Chemistry,Fourth,3.75
447,HSSC room,Economics,Second,4.75
446,HSSC lounge,Biology,First,2.25
445,Noyce Science Center room,History,Fourth,2.25
444,JRC room,Physics,Third,3.25
443,Mac Field,Computer Science,Second,4
442,Mac Field,Chemistry,Fourth,4.5
441,HSSC room,Physics,Third,3.75
440,Mac Field,History,First,2.75
439,Grille,Physics,Second,3
438,JRC room,Political Science,Fourth,3.75
437,Noyce Science Center room,Computer Science,Second,3.25
436,Mac Field,Political Science,First,3.75
435,Noyce lounge,Biology,Fourth,4.25
434,HSSC room,Sociology,Third,4.5
433,HSSC lounge,Economics,Second,3.25
432,HSSC room,Business,Fourth,2.5
431,Mac Field,Psychology,Third,2.75
430,HSSC lounge,English,First,5
429,Mac Field,Philosophy,Second,3.75
428,Mac Field,Mathematics,Fourth,3.75
427,Noyce lounge,Biology,Second,5
426,Mac Field,Computer Science,First,3
425,Noyce lounge,Psychology,Fourth,4.5
424,Mac Field,Biology,Third,3.25
423,Burling Library,Economics,Second,3
422,JRC room,Political Science,Fourth,4
421,Grille,History,Third,2.75
420,Noyce lounge,English,First,3.5
419,HSSC room,Philosophy,Second,4.25
418,HSSC lounge,Mathematics,Fourth,3.75
417,HSSC room,Physics,Second,3.5
416,Courtyard,Computer Science,First,3.75
415,Mac Field,Chemistry,Fourth,3.75
414,HSSC lounge,Economics,Third,2.5
413,JRC room,Business,Second,4.25
412,Courtyard,English,Fourth,4.125
411,Courtyard,Philosophy,Third,3.25
410,Mac Field,Mathematics,First,3.75
409,Grille,Physics,Second,4
408,Grille,Computer Science,Fourth,2.25
407,Noyce lounge,Chemistry,Second,3.5
406,Noyce Science Center room,Economics,First,3.75
405,Burling Library,Business,Fourth,3.25
404,JRC room,Psychology,Third,3.75
403,Noyce Science Center room,Biology,Second,2.25
402,Mac Field,Sociology,Fourth,3
401,HSSC room,Economics,Third,4.25
400,HSSC lounge,Business,First,4.25
399,Noyce lounge,Psychology,Second,3.75
398,Courtyard,English,Fourth,3.75
397,Mac Field,Philosophy,Second,3
396,Grille,Mathematics,First,4.25
395,Noyce Science Center room,Biology,Fourth,3
394,JRC room,Computer Science,Third,3.5
393,HSSC room,Psychology,Second,2
392,HSSC lounge,Biology,Fourth,5
391,Noyce Science Center room,Economics,Third,4.25
390,JRC room,Political Science,First,4
389,Mac Field,History,Second,2.75
388,Mac Field,English,Fourth,2.75
387,HSSC room,Philosophy,Second,3.75
386,Mac Field,Mathematics,First,0
385,Grille,Physics,Fourth,1.25
384,JRC room,Computer Science,Third,4
383,Noyce Science Center room,Chemistry,Second,2.75
382,Mac Field,Economics,Fourth,2.5
381,Noyce lounge,Business,Third,4.25
380,HSSC room,English,First,3.75
379,HSSC lounge,Philosophy,Second,2.5
378,HSSC room,Mathematics,Fourth,3.75
377,Mac Field,Physics,Second,4
376,HSSC lounge,Computer Science,First,2.75
375,Mac Field,Chemistry,Fourth,0.5
374,Mac Field,Economics,Third,3.75
373,Noyce lounge,Business,Second,2.75
372,Mac Field,Psychology,Fourth,0.5
371,Noyce lounge,Biology,Third,3.75
370,Mac Field,Sociology,First,5
369,Burling Library,Economics,Second,3.75
368,JRC room,Business,Fourth,3.5
367,Grille,Psychology,Second,3.25
366,Noyce lounge,English,First,2.75
365,HSSC room,Philosophy,Fourth,3.25
364,HSSC lounge,Mathematics,Third,2.5
363,HSSC room,Biology,Second,3.5
362,Courtyard,Computer Science,Fourth,4.5
361,Mac Field,Psychology,Third,1.25
360,HSSC lounge,Biology,First,2.5
359,JRC room,Economics,Second,3.75
358,Courtyard,Political Science,Fourth,3.75
357,Courtyard,History,Second,4
356,Mac Field,English,First,2.75
355,Grille,Philosophy,Fourth,2.5
354,Grille,Mathematics,Third,3
353,Noyce lounge,Physics,Second,3.25
352,Noyce Science Center room,Computer Science,Fourth,2.75
351,Burling Library,Chemistry,Third,3
350,JRC room,Economics,First,3.5
349,Noyce Science Center room,Biology,Second,3.25
348,Mac Field,History,Fourth,3.5
347,HSSC room,Physics,Second,1.75
346,HSSC lounge,Computer Science,First,3.125
345,Noyce lounge,Chemistry,Fourth,3.5
344,Courtyard,Physics,Third,3.75
343,Mac Field,History,Second,4.5
342,Grille,Physics,Fourth,3.5
341,Noyce Science Center room,Political Science,Third,3.75
340,JRC room,Computer Science,First,4
339,HSSC room,Political Science,Second,4.5
338,HSSC lounge,Biology,Fourth,2.25
337,Noyce Science Center room,Sociology,Second,5
336,JRC room,Economics,First,3.5
335,Mac Field,Business,Fourth,3.5
334,Mac Field,Psychology,Third,2.125
333,HSSC room,English,Second,2.25
332,Mac Field,Philosophy,Fourth,3.75
331,Grille,Mathematics,Third,4.5
330,JRC room,Biology,First,3.25
329,Noyce Science Center room,Computer Science,Second,3.5
328,Mac Field,Psychology,Fourth,4.5
327,Noyce lounge,Biology,Second,3.5
326,HSSC room,Economics,First,4
325,HSSC lounge,Political Science,Fourth,3.5
324,HSSC room,History,Third,3.5
323,Mac Field,English,Second,3.5
322,HSSC lounge,Philosophy,Fourth,3.75
321,Mac Field,Mathematics,Third,4.75
320,Mac Field,Physics,First,4
319,Noyce lounge,Computer Science,Second,3.75
318,Mac Field,Chemistry,Fourth,3.25
317,Noyce lounge,Economics,Second,4
316,Burling Library,Business,First,3.5
315,JRC room,English,Fourth,2.75
314,Grille,Philosophy,Third,2.5
313,Noyce lounge,Mathematics,Second,4.25
312,HSSC room,Physics,Fourth,1.75
311,HSSC lounge,Computer Science,Third,2
310,HSSC room,Chemistry,First,2.5
309,Courtyard,Economics,Second,3.75
308,Mac Field,Business,Fourth,3.75
307,HSSC lounge,Psychology,Second,2.75
306,JRC room,Biology,First,3.75
305,Courtyard,Sociology,Fourth,3.75
304,Courtyard,Economics,Third,3.5
303,Mac Field,Business,Second,3.25
302,Grille,Psychology,Fourth,3.75
301,Grille,English,Third,4.5
300,Noyce lounge,Philosophy,First,5
299,Noyce Science Center room,Mathematics,Second,3.75
298,Burling Library,Biology,Fourth,2.75
297,JRC room,Computer Science,Second,3.25
296,Noyce Science Center room,Psychology,First,3.25
295,Mac Field,Biology,Fourth,4.5
294,HSSC room,Economics,Third,3.75
293,HSSC lounge,Political Science,Second,0
292,Noyce lounge,History,Fourth,3.75
291,Courtyard,English,Third,3
290,Mac Field,Philosophy,First,3
289,Grille,Mathematics,Second,2
288,Noyce Science Center room,Physics,Fourth,3.25
287,JRC room,Computer Science,Second,3.75
286,HSSC room,Chemistry,First,4
285,HSSC lounge,Economics,Fourth,4.5
284,Noyce Science Center room,Business,Third,4.5
283,JRC room,English,Second,4
282,Mac Field,Philosophy,Fourth,4.25
281,Mac Field,Mathematics,Third,3
280,HSSC room,Physics,First,4
279,Mac Field,Computer Science,Second,3.75
278,Grille,Chemistry,Fourth,3
277,JRC room,Economics,Second,4
276,Noyce Science Center room,Business,First,3.25
275,Mac Field,Psychology,Fourth,3.75
274,Noyce lounge,Biology,Third,4
273,HSSC room,Sociology,Second,2.5
272,HSSC lounge,Economics,Fourth,3.5
271,HSSC room,Business,Third,3.5
270,Mac Field,Psychology,First,2
269,HSSC lounge,English,Second,3.5
268,Mac Field,Philosophy,Fourth,3.5
267,Mac Field,Mathematics,Second,2
266,Noyce lounge,Biology,First,4
265,Mac Field,Computer Science,Fourth,3.5
264,Noyce lounge,Psychology,Third,3.75
263,Mac Field,Biology,Second,1.5
262,Burling Library,Economics,Fourth,3.75
261,JRC room,Political Science,Third,3.75
260,Grille,History,Fourth,3.5
259,Noyce lounge,English,Third,4
258,HSSC room,Philosophy,Second,3.25
257,HSSC lounge,Mathematics,Fourth,3.5
256,HSSC room,Physics,Third,3.5
255,Courtyard,Computer Science,First,3.75
254,Mac Field,Chemistry,Second,4
253,HSSC lounge,Economics,Fourth,4.25
252,JRC room,Biology,Second,3.25
251,Courtyard,History,First,3.5
250,Courtyard,Physics,Fourth,3.75
249,Mac Field,Computer Science,Third,3.75
248,Grille,Chemistry,Second,4.75
247,Grille,Physics,Fourth,3
246,Noyce lounge,History,Third,3
245,Noyce Science Center room,Physics,First,3.75
244,Burling Library,Political Science,Second,4.75
243,JRC room,Computer Science,Fourth,4.5
242,Noyce Science Center room,Political Science,Second,2
241,Mac Field,Biology,First,4
240,HSSC room,Sociology,Fourth,4.5
239,HSSC lounge,Economics,Third,1.75
238,Noyce lounge,Business,Second,4
237,Courtyard,Psychology,Fourth,3
236,Mac Field,English,Third,5
235,Grille,Philosophy,First,4.25
234,Noyce Science Center room,Mathematics,Second,3.75
233,JRC room,Biology,Fourth,3.5
232,HSSC room,Computer Science,Second,5
231,HSSC lounge,Psychology,First,4.5
230,Noyce Science Center room,Biology,Fourth,3.75
229,JRC room,Economics,Third,3.75
228,Mac Field,Political Science,Second,2
227,Mac Field,History,Fourth,1.75
226,HSSC room,English,Third,4
225,Mac Field,Philosophy,First,3.75
224,Grille,Mathematics,Second,2.75
223,JRC room,Physics,Fourth,4.25
222,Noyce Science Center room,Computer Science,Second,3
221,Mac Field,Chemistry,First,3.75
220,Noyce lounge,Economics,Fourth,3
219,HSSC room,Business,Third,2.75
218,HSSC lounge,English,Second,3
217,HSSC room,Philosophy,Fourth,4
216,Mac Field,Mathematics,Third,2.75
215,HSSC lounge,Physics,First,2
214,Mac Field,Computer Science,Second,2
213,Mac Field,Chemistry,Fourth,4
212,Noyce lounge,Economics,Second,3.75
211,Mac Field,Business,First,3.5
210,Noyce lounge,Psychology,Fourth,2.5
209,Mac Field,Biology,Third,3
208,Burling Library,Sociology,Second,4.25
207,JRC room,Economics,Fourth,3.5
206,Grille,Business,Third,3
205,Noyce lounge,Psychology,First,4.5
204,HSSC room,English,Second,2.5
203,HSSC lounge,Philosophy,Fourth,2
202,HSSC room,Mathematics,Second,3.25
201,Courtyard,Biology,First,3.5
200,Mac Field,Computer Science,Fourth,4.5
199,HSSC lounge,Psychology,Third,2
198,JRC room,Biology,Second,4.25
197,Courtyard,Economics,Fourth,2.25
196,Courtyard,Political Science,Third,1.5
195,Mac Field,History,First,3
194,Grille,English,Second,3.5
193,Grille,Philosophy,Fourth,2.5
192,Noyce lounge,Mathematics,Second,4.25
191,Noyce Science Center room,Physics,First,3.25
190,Burling Library,Computer Science,Fourth,2.9
189,JRC room,Chemistry,Third,3
188,Noyce Science Center room,Economics,Second,4
187,Mac Field,Business,Fourth,4
186,HSSC room,English,Third,3.5
185,HSSC lounge,Philosophy,First,3.75
184,Noyce lounge,Mathematics,Second,3.75
183,Courtyard,Physics,Fourth,2
182,Mac Field,Computer Science,Second,3.25
181,Grille,Chemistry,First,2
180,Noyce Science Center room,Economics,Fourth,4.75
179,JRC room,Business,Third,3
178,HSSC room,Psychology,Second,2
177,HSSC lounge,Biology,Fourth,3.75
176,Noyce Science Center room,Sociology,Third,4.125
175,JRC room,Economics,First,3
174,Mac Field,Business,Second,0.25
173,Mac Field,Psychology,Fourth,1.5
172,HSSC room,English,Second,3.75
171,Mac Field,Philosophy,First,3.75
170,Grille,Mathematics,Fourth,3.5
169,JRC room,Biology,Third,2.25
168,Noyce Science Center room,Computer Science,Second,3.75
167,Mac Field,Psychology,Fourth,2.5
166,Noyce lounge,Biology,Third,3.25
165,HSSC room,Economics,First,3.5
164,HSSC lounge,Political Science,Second,3.75
163,HSSC room,History,Fourth,3.5
162,Mac Field,English,Second,3.75
161,HSSC lounge,Philosophy,First,0
160,Mac Field,Mathematics,Fourth,1.5
159,Mac Field,Physics,Third,1.75
158,Noyce lounge,Computer Science,Second,2.5
157,Mac Field,Chemistry,Fourth,2
156,Noyce lounge,Economics,Third,3
155,Mac Field,Biology,First,4.75
154,Burling Library,History,Second,1.75
153,JRC room,Physics,Fourth,1.75
152,Grille,Computer Science,Second,4.5
151,Noyce lounge,Chemistry,First,3
150,HSSC room,Physics,Fourth,4.25
149,HSSC lounge,History,Third,4
148,HSSC room,Physics,Second,3.75
147,Courtyard,Political Science,Fourth,5
146,Mac Field,Computer Science,Third,2.5
145,HSSC lounge,Political Science,First,3.5
144,JRC room,Biology,Second,3.5
143,Courtyard,Sociology,Fourth,2.75
142,Courtyard,Economics,Second,4.5
141,Mac Field,Business,First,2.5
140,Grille,Psychology,Fourth,5
139,Grille,English,Third,1.75
138,Noyce lounge,Philosophy,Second,3
137,Noyce Science Center room,Mathematics,Fourth,1.75
136,Burling Library,Biology,Third,5
135,JRC room,Computer Science,First,3.25
134,Noyce Science Center room,Psychology,Second,2.25
133,Mac Field,Biology,Fourth,0
132,HSSC room,Economics,Second,3.5
131,HSSC lounge,Political Science,First,3.25
130,Noyce lounge,History,Fourth,3.5
129,Courtyard,English,Third,3.5
128,Mac Field,Philosophy,Second,0.1
127,Grille,Mathematics,Fourth,2.8
126,Noyce Science Center room,Physics,Third,1.5
125,JRC room,Computer Science,First,3
124,HSSC room,Chemistry,Second,5
123,HSSC lounge,Economics,Fourth,6
122,Noyce Science Center room,Business,Second,6
121,JRC room,English,First,6
120,Mac Field,Philosophy,Fourth,6
119,Mac Field,Mathematics,Third,6
118,HSSC room,Physics,Second,6
117,Mac Field,Computer Science,Fourth,6
116,Grille,Chemistry,Third,6
115,JRC room,Economics,First,6
114,Noyce Science Center room,Business,Second,6
113,Mac Field,Psychology,Fourth,6
112,Noyce lounge,Biology,Second,6
111,HSSC room,Sociology,First,6
110,HSSC lounge,Economics,Fourth,6
109,HSSC room,Business,Third,6
108,Mac Field,Psychology,Second,6
107,HSSC lounge,English,Fourth,6
106,Mac Field,Philosophy,Third,6
105,Mac Field,Mathematics,First,6
104,Noyce lounge,Biology,Second,6
103,Mac Field,Computer Science,Fourth,6
102,Noyce lounge,Psychology,Second,6
101,Mac Field,Biology,First,6
100,Burling Library,Economics,Fourth,6
99,JRC room,Political Science,Third,6
98,Grille,History,Second,6
97,Noyce lounge,English,Fourth,6
96,HSSC room,Philosophy,Third,6
95,HSSC lounge,Mathematics,First,6
94,HSSC room,Physics,Second,6
93,Courtyard,Computer Science,Fourth,6
92,Mac Field,Chemistry,Second,6
91,HSSC lounge,Economics,First,6
90,JRC room,Business,Fourth,6
89,Courtyard,English,Third,6
88,Courtyard,Philosophy,Second,6
87,Mac Field,Mathematics,Fourth,6
86,Grille,Physics,Third,6
85,Grille,Computer Science,First,6
84,Noyce lounge,Chemistry,Second,6
83,Noyce Science Center room,Economics,Fourth,6
82,Burling Library,Business,Second,6
81,JRC room,Psychology,First,6
80,Noyce Science Center room,Biology,Fourth,6
79,Mac Field,Sociology,Third,6
78,HSSC room,Economics,Second,6
77,HSSC lounge,Business,Fourth,6
76,Noyce lounge,Psychology,Third,6
75,Courtyard,English,First,6
74,Mac Field,Philosophy,Second,6
73,Grille,Mathematics,Fourth,6
72,Noyce Science Center room,Biology,Second,6
71,JRC room,Computer Science,First,6
70,HSSC room,Psychology,Fourth,6
69,HSSC lounge,Biology,Third,6
68,Noyce Science Center room,Economics,Second,6
67,JRC room,Political Science,Fourth,6
66,Mac Field,History,Third,6
65,Mac Field,English,First,6
64,HSSC room,Philosophy,Second,6
63,Mac Field,Mathematics,Fourth,6
62,Grille,Physics,Second,6
61,JRC room,Computer Science,First,6
60,Noyce Science Center room,Chemistry,Fourth,6
59,Mac Field,Economics,Third,6
58,Noyce lounge,Biology,Second,6
57,HSSC room,History,Fourth,6
56,HSSC lounge,Physics,Third,6
55,HSSC room,Computer Science,First,6
54,Mac Field,Chemistry,Second,6
53,HSSC lounge,Physics,Fourth,6
52,Mac Field,History,Second,6
51,Mac Field,Physics,First,6
50,Noyce lounge,Political Science,Fourth,6
49,Mac Field,Computer Science,Third,6
48,Noyce lounge,Political Science,Second,6
47,Mac Field,Biology,Fourth,6
46,Burling Library,Sociology,Third,6
45,JRC room,Economics,First,6
44,Grille,Business,Second,6
43,Noyce lounge,Psychology,Fourth,6
42,HSSC room,English,Second,6
41,HSSC lounge,Philosophy,First,6
40,HSSC room,Mathematics,Fourth,6
39,Courtyard,Biology,Third,6
38,Mac Field,Computer Science,Second,6
37,HSSC lounge,Psychology,Fourth,6
36,JRC room,Biology,Third,6
35,Courtyard,Economics,First,6
34,Courtyard,Political Science,Second,6
33,Mac Field,History,Fourth,6
32,Grille,English,Second,6
31,Grille,Philosophy,First,6
30,Noyce lounge,Mathematics,Fourth,6
29,Noyce Science Center room,Physics,Third,6
28,Burling Library,Computer Science,Second,6
27,JRC room,Chemistry,Fourth,6
26,Noyce Science Center room,Economics,Third,6
25,Mac Field,Business,First,3
24,HSSC room,English,Second,2
23,HSSC lounge,Philosophy,Fourth,4.5
22,Noyce lounge,Mathematics,Second,3.75
21,Courtyard,Physics,First,4
20,Mac Field,Computer Science,Fourth,3.5
19,Grille,Chemistry,Third,4
18,Noyce Science Center room,Economics,Second,3.5
17,JRC room,Business,Fourth,2.5
16,HSSC room,Psychology,Third,3.5
15,HSSC lounge,Biology,First,2.5
14,Noyce Science Center room,Sociology,Second,3.5
13,JRC room,Economics,Fourth,5
12,Mac Field,Business,Second,2.5
11,Mac Field,Psychology,First,2
10,HSSC room,English,Fourth,1.5
9,Mac Field,Philosophy,Third,2
8,Grille,Mathematics,Second,3
7,JRC room,Biology,Fourth,1
6,Noyce Science Center room,Computer Science,Third,2.5
5,Mac Field,Psychology,First,3.5
4,Noyce lounge,Biology,Second,1
3,HSSC room,Economics,Fourth,2
2,HSSC lounge,Political Science,Second,2
1,HSSC room,History,First,0.5
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
